measure_id,evidence,measure_type,default_unit,name_friendly,name_official,name_internal,description_friendly,description_long,rationale_friendly,rationale_long
11040,more_is_better,structure,per 100,Number of Infection Prevention and Control Staff per 100 Beds,Number of Full Time Equivalents working in Infection Prevention and Control,Number of Full Time Equivalents working in Infection Prevention and Control,This measure shows the total number of hospital Infection Prevention and Control (IP&C) staff per 100 authorized beds.,Number of Full Time Equivalents working in Infection Prevention and Control,,
11041,more_is_better,structure,per 100,Number of Infection Prevention and Control Staff per 100 Beds who are Certified in Infection Control (CIC),Number of FTEs working in Infection Prevention and Control who are Board Certified,Number of FTEs working in Infection Prevention and Control who are Board Certified,This measure shows the total number of certified (CIC) hospital Infection Prevention and Control (IP&C) staff per 100 authorized beds.,Number of FTEs working in Infection Prevention and Control who are Board Certified,"
",
12038,no_difference,structure,percent,Percentage of Nursing Hours Worked by Hospital Employed RNs (Medical-Surgical),Percentage of Nursing Hours Worked by Hospital Employed RNs (Medical-Surgical),Percentage of Nursing Hours Worked by Hospital Employed RNs (Medical-Surgical),"Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Medical-Surgical unit are employed directly by the hospital.","Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Medical-Surgical unit are employed directly by the hospital.",,
12039,no_difference,structure,percent,Percentage of Nursing Hours Worked by Hospital Employed RNs (Critical Care),Percentage of Nursing Hours Worked by Hospital Employed RNs (Critical Care),Percentage of Nursing Hours Worked by Hospital Employed RNs (Critical Care),"Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Critical Care unit are employed directly by the hospital.","Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Critical Care unit are employed directly by the hospital.",,
12040,no_difference,structure,percent,Percentage of Nursing Hours Worked by Hospital Employed RNs (Mother/Baby),Percentage of nursing hours worked by hospital employed RNs (Mother/Baby) IDPH,Percentage of nursing hours worked by hospital employed RNs (Mother/Baby) IDPH,"Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Mother-Baby unit are employed directly by the hospital.","Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Mother-Baby unit are employed directly by the hospital.",,
12041,no_difference,structure,percent,Percentage of Nursing Hours Worked by Contractual RNs (Medical-Surgical),Percentage of Nursing Hours Worked by Contractual RNs (Medical-Surgical),Percentage of Nursing Hours Worked by Contractual RNs (Medical-Surgical),"Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Medical-Surgical unit are contracted or from agencies. Contracted nurses
are used to fill short or long term gaps in nurse staffing.","Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Medical-Surgical unit are contracted or from agencies. Contracted nurses
are used to fill short or long term gaps in nurse staffing.",,
12042,no_difference,structure,percent,Percentage of Nursing Hours Worked by Contractual RNs (Critical Care),Percentage of Nursing Hours Worked by Contractual RNs (Critical Care),Percentage of Nursing Hours Worked by Contractual RNs (Critical Care),"Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Critical Care unit are contracted or from agencies. Contracted nurses are
used to fill short or long term gaps in nurse staffing.","Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Critical Care unit are contracted or from agencies. Contracted nurses are
used to fill short or long term gaps in nurse staffing.",,
12043,no_difference,structure,percent,Percentage of Nursing Hours Worked by Contractual RNs (Mother/Baby),Percentage of Nursing Hours Worked by Contractual RNs (Mother/Baby),Percentage of Nursing Hours Worked by Contractual RNs (Mother/Baby),"Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Mother/Baby unit are contracted or from agencies. Contracted nurses
are used to fill short or long term gaps in nurse staffing.","Hospitals employ nurses directly and also contract staff from outside agencies. This measure shows
what percentage of RNs in the Mother/Baby unit are contracted or from agencies. Contracted nurses
are used to fill short or long term gaps in nurse staffing.",,
12089,no_difference,utilization,patients,Number of Patients: Tonsillectomy (Pediatric),Number of Patients for CCS 30: Tonsillectomy and/or Adenoidectomy (Pediatric),Number of Patients for CCS 30: Tonsillectomy and/or Adenoidectomy (Pediatric),The number of patients who received a Tonsillectomy and/or Adenoidectomy (Pediatric) (CCS 30).,The number of patients who received CCS 30: Tonsillectomy and/or Adenoidectomy (Pediatric),,
12090,no_difference,structure,dollars,Median Charges: Tonsillectomy (Pediatric),Median Charges for CCS 30: Tonsillectomy or Adenoidectomy,Median Charges for CCS 30: Tonsillectomy or Adenoidectomy,List prices (more commonly referred to as gross charges) are standard prices established by facilities each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Charges are the undiscounted list price"" that a facility would charge someone with no insurance.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.""",,
12094,no_difference,utilization,patients,Number of Patients: Myringotomy (Pediatric),Number of Patients for CCS23: Myringotomy (Pediatric),Number of Patients for CCS23: Myringotomy (Pediatric),This measure counts the number of patients classified into this APR DRG,"Myringotomy is a surgical procedure in which a tiny incision is created in the eardrum, so as to relieve pressure caused by the excessive build-up of fluid, or to drain pus.",,
12095,no_difference,structure,dollars,Median Charges: Myringotomy (Pediatric),Median Charges for CCS23: Myringotomy (Pediatric),Median Charges for CCS23: Myringotomy (Pediatric),Median Charges for Myringotomy (CCS23). Hospital list prices (more commonly referred to as gross charges) are standard prices established by hospitals each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Myringotomy is a surgical procedure in which a tiny incision is created in the eardrum, so as to relieve pressure caused by the excessive build-up of fluid, or to drain pus.",,
12096,less_is_better,outcome,na,Surgical Site Infections Associated with Coronary Artery Bypass Graft Surgery,Surgical Site Infections Associated with Coronary Artery Bypass Graft Surgery,Surgical Site Infections Associated with Coronary Artery Bypass Graft Surgery,Surgical Site Infections Associated with Coronary Artery Bypass Graft Surgery Summarized as a Standardized Infection Ratio,Surgical Site Infections Associated with Coronary Artery Bypass Graft Surgery Summarized as a Standardized Infection Ratio,,
12097,less_is_better,outcome,na,Surgical Site Infections Associated with Total Knee Replacement Surgery,Surgical Site Infections Associated with Total Knee Replacement Surgery,Surgical Site Infections Associated with Total Knee Replacement Surgery,Surgical Site Infections Associated with Total Knee Replacement Surgery Summarized as a Standardized Infection Ratio,Surgical Site Infections Associated with Total Knee Replacement Surgery Summarized as a Standardized Infection Ratio,,
12098,no_difference,utilization,percent,Percent Patients Medicaid: Hospital Inpatient,Percent Patients Medicaid: Hospital Inpatient,Percent Patients Medicaid: Hospital Inpatient,What portion of the patients have this source as their payor.,What portion of the patients have this source as their payor.,,
12099,no_difference,utilization,percent,Percent Patients Medicare: Hospital Inpatient,Percent Patients Medicare: Hospital Inpatient,Percent Patients Medicare: Hospital Inpatient,What portion of the patients have this source as their payor.,What portion of the patients have this source as their payor.,,
12100,no_difference,utilization,percent,Percent Patients Other Public Financing: Hospital Inpatient,Percent Patients Other Public Financing: Hospital Inpatient,Percent Patients Other Public Financing: Hospital Inpatient,What portion of the patients have this source as their payor.,What portion of the patients have this source as their payor.,,
12101,no_difference,utilization,percent,Percent Patients Private Insurance: Hospital Inpatient,Percent Patients Private Insurance: Hospital Inpatient,Percent Patients Private Insurance: Hospital Inpatient,What portion of the patients have this source as their payor.,What portion of the patients have this source as their payor.,,
12102,no_difference,utilization,percent,Percent Patients Private Pay: Hospital Inpatient,Percent Patients Private Pay: Hospital Inpatient,Percent Patients Private Pay: Hospital Inpatient,What portion of the patients have this source as their payor.,What portion of the patients have this source as their payor.,,
12103,no_difference,utilization,percent,Percent Patients Charity Care: Hospital Inpatient,Percent Patients Charity Care: Hospital Inpatient,Percent Patients Charity Care: Hospital Inpatient,What portion of the patients have this source as their payor.,What portion of the patients have this source as their payor.,,
12104,no_difference,utilization,percent,Percent Patients Medicaid: Hospital Outpatient,Percent Patients Medicaid: Hospital Outpatient,Percent Patients Medicaid: Hospital Outpatient,What portion of the patients have this source as their payor,What portion of the patients have this source as their payor,,
12105,no_difference,utilization,percent,Percent Patients Medicare: Hospital Outpatient,Percent Patients Medicare: Hospital Outpatient,Percent Patients Medicare: Hospital Outpatient,What portion of the patients have this source as their payor,What portion of the patients have this source as their payor,,
12106,no_difference,utilization,percent,Percent Patients Other Public Financing: Hospital Outpatient,Percent Patients Other Public Financing: Hospital Outpatient,Percent Patients Other Public Financing: Hospital Outpatient,What portion of the patients have this source as their payor,What portion of the patients have this source as their payor,,
12107,no_difference,utilization,percent,Percent Patients Private Insurance: Hospital Outpatient,Percent Patients Private Insurance: Hospital Outpatient,Percent Patients Private Insurance: Hospital Outpatient,What portion of the patients have this source as their payor,What portion of the patients have this source as their payor,,
12109,no_difference,utilization,percent,Percent Patients Private Pay: Hospital Outpatient,Percent Patients Private Pay: Hospital Outpatient,Percent Patients Private Pay: Hospital Outpatient,What portion of the patients have this source as their payor,What portion of the patients have this source as their payor,,
12110,no_difference,utilization,percent,Percent Patients Charity Care: Hospital Outpatient,Percent Patients Charity Care: Hospital Outpatient,Percent Patients Charity Care: Hospital Outpatient,What portion of the patients have this source as their payor.,What portion of the patients have this source as their payor.,,
12251,less_is_better,outcome,per 1000,Central Line Associated Bloodstream Infections in Pediatric Surgical ICU,Central Line Associated Bloodstream Infections in Pediatric Surgical ICU,Central Line Associated Bloodstream Infections in Pediatric Surgical ICU,Central Line-associated Bloodstream Infection CT data in the Surgical Pediatric ICU summarized as a Standardized Infection Ratio.,Central line associated bloodstream infections (CLABSI) in the Surgical Pediatric ICU as reported to the CDC's National Healthcare Safety Network (NHSN),"It is estimated that there are 25,000 cases of central line associated bloodstream (CLAB) infections that occur in the hospital annually with an estimated mortality of 12% to 25% for each infection. CLAB infections are the third leading cause of health care associated infections reported by the medical/surgical intensive care units (ICUs) participating in the Center for Disease Control's (CDC) National Healthcare Safety Network (NHSN) system. The CDC has identified catheter-associated adverse events as one of its Seven Healthcare Safety Challenges with the goal of reducing catheter-related adverse events by 50% within the next five years.","It is estimated that there are 25,000 cases of central line associated bloodstream (CLAB) infections that occur in the hospital annually with an estimated mortality of 12% to 25% for each infection. CLAB infections are the third leading cause of health care associated infections reported by the medical/surgical intensive care units (ICUs) participating in the Center for Disease Control's (CDC) National Healthcare Safety Network (NHSN) system. The CDC has identified catheter-associated adverse events as one of its Seven Healthcare Safety Challenges with the goal of reducing catheter-related adverse events by 50% within the next five years.
Healthcare associated infections account for an estimated 2 million infections and 90,000 deaths annually. Several published studies have magnified the potential for central line catheters to cause mortality and morbidity resulting from infectious complications. It is estimated in the United States that there are 15 million central line days (number of days in which there is a central line in place for a selected population during a selected time period) in the intensive care units each year. Approximately 80,000 CLAB infections occur in intensive care units each year in the United States.
The CDC's National Healthcare Safety Network (NHSN) reported in July 2007 the median rate of CLAB infections per 1,000 central line days in NHSN participating hospitals ranged from 1.9 in Major Teaching Medical Surgical ICUs to 2.2 in Medical ICUs. The attributed mortality for these CLAB infections is mixed in the literature. The documented studies range from no increase in mortality when controlled for severity of illness, to a 35% increase in mortality in prospective studies that did not control for severity of illness. Further research to clarify the mortality associated with CLAB infections is needed, but the available data are consistent with an attributable mortality of CLAB infections, ranging between 4% and 20%. These infections are associated with 2,400 to 20,000 deaths per year.
A study completed by Berenholtz et al, documents a decrease from 11.3 CLAB/1,000 central lines days in first quarter 1998 to 0 CLAB /1,000 central line days in fourth quarter 2002 in an ICU at John Hopkins. The study implemented all of the central line bundle recommendations, as well as provider education, designated line carts, and empowering the nursing staff to stop a procedure when CDC guidelines were not followed. Ongoing monitoring shows their improvement in performance was sustained once the project was completed. There was only 0.54/1,000 CLAB infections per central line days from January 2003 to April 2004 documented. It is estimated that their ICU project may have prevented up to 43 CLAB infections, eight deaths, and $1,945,922 ($1,483,844 - $2,408,000) in additional cost per year.
In 2001, the Pittsburgh Regional Healthcare Initiative worked together with the technical assistance of the CDC towards a hospital-based intervention to prevent CLAB infections among intensive care unit patients in southwestern Pennsylvania. Thirty-two hospitals participated in this initiative; the median size of the participating hospitals was 215 beds (range 27 to 796). Of the 66 ICU participating, 48% were medical/surgical, 11% cardiothoracic, 14% coronary, 9% surgical, 6% neurosurgical, 5% trauma, 3% medical, 3% burn, and 3% pediatric. During the 4-year period from 4/2001-5/2005, CLAB infection rates among ICU patients declined 68%, from 4.31 to 1.36 per 1,000 central line days."
12252,no_difference,structure,per 1000,Number of Specially Trained Lactation Consultant Staff per 1000 Live Births,Number of Specially Trained Lactation Consultant Staff per 1000 Live Births,Number of Specially Trained Lactation Consultant Staff per 1000 Live Births,This measure shows the total number of specially trained Lactation Consultant staff per 1000 live births.,This measure shows the total number of specially trained Lactation Consultant staff per 1000 live births.,,
12285,less_is_better,outcome,na,Healthcare Facility Onset Incidence Rate of Methicillin-resistant Staphylococcus aureus (MRSA) blood stream infections,Healthcare Facility Onset Incidence Rate of Methicillin-resistant Staphylococcus aureus (MRSA) blood stream infections,Healthcare Facility Onset Incidence Rate of Methicillin-resistant Staphylococcus aureus (MRSA) blood stream infections,Methicillin-resistant Staphylococcus aureus infections summarized as a Standardized Infection Ratio,Methicillin-resistant Staphylococcus aureus infections summarized as a Standardized Infection Ratio,,
12307,less_is_better,process,minutes,Time from ED arrival to ED departure for admitted ED patients,Time from ED arrival to ED departure for admitted ED patients,Time from ED arrival to ED departure for admitted ED patients,"Average (median) time, in minutes, patients spent in the ED before they were admitted to the hospital as an inpatient.","Average (median) time, in minutes, patients spent in the ED before they were admitted to the hospital as an inpatient.",,
12308,less_is_better,process,minutes,Admit decision time to ED departure time for admitted patients,Admit decision time to ED departure time for admitted patients,Admit decision time to ED departure time for admitted patients,"Average (median) time (in minutes) patients spent in the ED, after the doctor decided to admit them as an inpatient, before leaving the ED for their inpatient room.","Average (median) time (in minutes) patients spent in the ED, after the doctor decided to admit them as an inpatient, before leaving the ED for their inpatient room.",,
12309,less_is_better,process,minutes,Time from ED arrival to ED departure for discharged ED patients,Time from ED arrival to ED departure for discharged ED patients,Time from ED arrival to ED departure for discharged ED patients,Average (median) time patients spent in the emergency department before being sent home ,Average (median) time patients spent in the emergency department before being sent home ,,
12310,less_is_better,process,minutes,Time from ED arrival to diagnostic evaluation by a qualified medical professional,Time from ED arrival to diagnostic evaluation by a qualified medical professional,Time from ED arrival to diagnostic evaluation by a qualified medical professional,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional ,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional ,,
12311,less_is_better,process,minutes,Time from ED arrival to pain medication for long bone fractures,Time from ED arrival to pain medication for long bone fractures,Time from ED arrival to pain medication for long bone fractures,Average (median) time patients who came to the emergency department with broken bones had to wait before receiving pain medication. ,Average (median) time patients who came to the emergency department with broken bones had to wait before receiving pain medication. ,,
12315,more_is_better,process,percent,Immunization for influenza ,Immunization for influenza ,Immunization for influenza ,Percent of patients age 6 months or older who are assessed and given influenza vaccination prior to discharge if indicated.,Percent of patients age 6 months or older who are assessed and given influenza vaccination prior to discharge if indicated.,,
12424,no_evidence,utilization,dollars,Median Charges: Chronic Obstructive Pulmonary Disease,"Median Charge for DRG 190, Chronic obstructive pulmonary disease w MCC","Median Charge for DRG 190, Chronic obstructive pulmonary disease w MCC",Median amount charged for Chronic obstructive pulmonary disease w MCC,Indicates the Median amount charged for patients admitted to a facility for diagnosis code MSDRG 190 (MDC 04)   Chronic obstructive pulmonary disease w MCC,,
12428,no_evidence,utilization,dollars,Median Charges: Pneumonia,"Median Charge for DRG 193, Simple pneumonia & pleurisy w MCC","Median Charge for DRG 193, Simple pneumonia & pleurisy w MCC",Median amount charged for Simple pneumonia & pleurisy w MCC,Indicates the Median amount charged for patients admitted to a facility for diagnosis code MSDRG 193 (MDC 04)   Simple pneumonia & pleurisy w MCC,,
12449,no_evidence,utilization,dollars,"Median Charge for DRG 638, Diabetes with Complications","Median Charge for DRG 638, Diabetes with Complications","Median Charge for DRG 638, Diabetes with Complications",Median amount charged for Diabetes with Complications,Indicates the Median amount charged for patients admitted to a facility for diagnosis code MSDRG 638 (MDC 10)   Diabetes with Complications,,
12495,no_evidence,utilization,dollars,"Median Charge for DRG 637, Diabetes with Major Complications","Median Charge for DRG 637, Diabetes with Major Complications","Median Charge for DRG 637, Diabetes with Major Complications",Median amount charged for Diabetes with Major Complications,Indicates the Median amount charged for patients admitted to a facility for diagnosis code MSDRG 637 (MDC 10)   Diabetes with Major Complications,,
13447,no_evidence,utilization,days,Median Length of Stay: Chronic Obstructive Pulmonary Disease,"Median Length of Stay for DRG 190, Chronic obstructive pulmonary disease w MCC","Median Length of Stay for DRG 190, Chronic obstructive pulmonary disease w MCC",Median Length of Stay for Chronic obstructive pulmonary disease w MCC,Indicates the Median Length of Stay for patients admitted to a facility for diagnosis code MSDRG 190 (MDC 04)   Chronic obstructive pulmonary disease w MCC,,
13451,no_evidence,utilization,days,Median Length of Stay: Pneumonia,"Median Length of Stay for DRG 193, Simple pneumonia & pleurisy w MCC","Median Length of Stay for DRG 193, Simple pneumonia & pleurisy w MCC",Median Length of Stay for Simple pneumonia & pleurisy w MCC,Indicates the Median Length of Stay for patients admitted to a facility for diagnosis code MSDRG 193 (MDC 04)   Simple pneumonia & pleurisy w MCC,,
13472,no_evidence,utilization,days,"Median Length of Stay for DRG 638, Diabetes with Complications","Median Length of Stay for DRG 638, Diabetes with Complications","Median Length of Stay for DRG 638, Diabetes with Complications",Median Length of Stay for Diabetes with Complications,Indicates the Median Length of Stay for patients admitted to a facility for diagnosis code MSDRG 638 (MDC 10)   Diabetes with Complications,,
13518,no_evidence,utilization,days,"Median Length of Stay for DRG 637, Diabetes with Major Complications","Median Length of Stay for DRG 637, Diabetes with Major Complications","Median Length of Stay for DRG 637, Diabetes with Major Complications",Median Length of Stay for Diabetes with Major Complications,Indicates the Median Length of Stay for patients admitted to a facility for diagnosis code MSDRG 637 (MDC 10)   Diabetes with Major Complications,,
14158,less_is_better,outcome,na,Central Line Associated Bloodstream Infections in the Adult Burn ICU,Central Line Associated Bloodstream Infections in the Adult Burn ICU,Central Line Associated Bloodstream Infections in the Adult Burn ICU,Central Line-associated Bloodstream Infection data in the Adult Burn ICU Summarized as a Standardized Infection Ratio.,Central Line-associated Bloodstream Infection data in the Adult Burn ICU Summarized as a Standardized Infection Ratio.,,
14159,less_is_better,outcome,na,Central Line Associated Bloodstream Infections in the Adult Medical Cardiac ICU,Central Line Associated Bloodstream Infections in the Adult Medical Cardiac ICU,Central Line Associated Bloodstream Infections in the Adult Medical Cardiac ICU,Central Line-associated Bloodstream Infection data in the Adult Medical Cardiac ICU Summarized as a Standardized Infection Ratio.,Central Line-associated Bloodstream Infection data in the Adult Medical Cardiac ICU Summarized as a Standardized Infection Ratio.,,
14160,less_is_better,outcome,na,Central Line Associated Bloodstream Infections in the Adult Surgical Cardiothoracic ICU,Central Line Associated Bloodstream Infections in the Adult Surgical Cardiothoracic ICU,Central Line Associated Bloodstream Infections in the Adult Surgical Cardiothoracic ICU,Central Line-associated Bloodstream Infection data in the Adult Surgical Cardiothoracic ICU Summarized as a Standardized Infection Ratio.,Central Line-associated Bloodstream Infection data in the Adult Surgical Cardiothoracic ICU Summarized as a Standardized Infection Ratio.,,
14161,less_is_better,outcome,na,Central Line Associated Bloodstream Infections in the Adult Neurologic ICU,Central Line Associated Bloodstream Infections in the Adult Neurologic ICU,Central Line Associated Bloodstream Infections in the Adult Neurologic ICU,Central Line-associated Bloodstream Infection data in the Adult Neurologic ICU Summarized as a Standardized Infection Ratio.,Central Line-associated Bloodstream Infection data in the Adult Neurologic ICU Summarized as a Standardized Infection Ratio.,,
14162,less_is_better,outcome,na,Central Line Associated Bloodstream Infections in the Adult Neurosurgical ICU,Central Line Associated Bloodstream Infections in the Adult Neurosurgical ICU,Central Line Associated Bloodstream Infections in the Adult Neurosurgical ICU,Central Line-associated Bloodstream Infection data in the Adult Neurosurgical ICU Summarized as a Standardized Infection Ratio.,Central Line-associated Bloodstream Infection data in the Adult Neurosurgical ICU Summarized as a Standardized Infection Ratio.,,
14163,less_is_better,outcome,na,Central Line Associated Bloodstream Infections in the Adult Trauma ICU,Central Line Associated Bloodstream Infections in the Adult Trauma ICU,Central Line Associated Bloodstream Infections in the Adult Trauma ICU,Central Line-associated Bloodstream Infection data in the Adult Trauma ICU Summarized as a Standardized Infection Ratio.,Central Line-associated Bloodstream Infection data in the Adult Trauma ICU Summarized as a Standardized Infection Ratio.,,
14364,less_is_better,outcome,na,Healthcare Facility Onset Incidence Rate of Clostridium difficile infections (CDI),Healthcare Facility Onset Incidence Rate of Clostridium difficile infections (CDI),Healthcare Facility Onset Incidence Rate of Clostridium difficile infections (CDI),Clostridium difficile infections summarized as a Standardized Infection Ratio,Clostridium difficile infections summarized as a Standardized Infection Ratio,,
14365,less_is_better,outcome,na,"Central Line Associated Bloodstream Infections in the Adult Surgical Cardiothoracic ICU, Second Unit","Central Line Associated Bloodstream Infections in the Adult Surgical Cardiothoracic ICU, Second Unit","Central Line Associated Bloodstream Infections in the Adult Surgical Cardiothoracic ICU, Second Unit",Central Line-associated Bloodstream Infection data in the Adult Surgical Cardiothoracic ICU Summarized as a Standardized Infection Ratio.,Central Line-associated Bloodstream Infection data in the Adult Surgical Cardiothoracic ICU Summarized as a Standardized Infection Ratio.,,
16633,less_is_better,process,percent,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it,Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it,This measure is used to assess the percent of patients diagnosed with confirmed venous thromboembolism (VTE) during hospitalization (not present at admission) who did not receive VTE prophylaxis between hospital admission and the day before the VTE diagnosis testing order date.,This measure is used to assess the percent of patients diagnosed with confirmed venous thromboembolism (VTE) during hospitalization (not present at admission) who did not receive VTE prophylaxis between hospital admission and the day before the VTE diagnosis testing order date.,"The concept of ""failure to prevent"" has generated interest in national health policy organizations to identify evidence-based practice that will improve patient safety in the hospital setting. In spite of formal guidelines, pulmonary embolism is the most common preventable cause of death among hospitalized patients, causing or contributing to 5% to 10% of all in-hospital deaths. A study at a large teaching hospital found that potentially preventable cases of venous thromboembolism (VTE) represented two-thirds of all VTE cases where prophylaxis was indicated, with 47.7% due to failure to give any prophylaxis, 22.7% because of inadequate duration, or 20% due to incorrect type of prophylaxis. Almost one-half of all VTEs occurring in the community are related to recent hospitalization, either for major surgery or for acute medical illness.

Gillies and colleagues identified three groups of surgical patients less likely to receive prophylaxis: moderate-risk patients, emergency admission, and conservatively treated patients. Failure to prevent VTE can result in delayed hospital discharge or readmission, increased risk for long-term morbidity from post-thrombotic syndrome, and recurrent thrombosis in the future.","The concept of ""failure to prevent"" has generated interest in national health policy organizations to identify evidence-based practice that will improve patient safety in the hospital setting. In spite of formal guidelines, pulmonary embolism is the most common preventable cause of death among hospitalized patients, causing or contributing to 5% to 10% of all in-hospital deaths. A study at a large teaching hospital found that potentially preventable cases of venous thromboembolism (VTE) represented two-thirds of all VTE cases where prophylaxis was indicated, with 47.7% due to failure to give any prophylaxis, 22.7% because of inadequate duration, or 20% due to incorrect type of prophylaxis. Almost one-half of all VTEs occurring in the community are related to recent hospitalization, either for major surgery or for acute medical illness.

Gillies and colleagues identified three groups of surgical patients less likely to receive prophylaxis: moderate-risk patients, emergency admission, and conservatively treated patients. Failure to prevent VTE can result in delayed hospital discharge or readmission, increased risk for long-term morbidity from post-thrombotic syndrome, and recurrent thrombosis in the future."
16902,no_difference,process,percent,Percentage of babies exclusively breast fed,Percentage of babies exclusively breast fed,Percentage of babies exclusively breast fed,This measure shows the percentage of newborns discharged from the hospital that are exclusively breast fed,"This measure shows the percentage of newborns discharged from the hospital that are exclusively breast fed

The breast feeding measures below show the percentage of newborn infants that are exclusively breast fed, exclusively fed formula, or received any breast feeding (either exclusive or in combination with formula) upon release from the hospital.",,
16903,no_difference,process,percent,Percentage of babies exclusively formula fed,Percentage of babies exclusively formula fed,Percentage of babies exclusively formula fed,This measure shows the percentage of newborns discharged from the hospital that are exclusively fed formula,"This measure shows the percentage of newborns discharged from the hospital that are exclusively fed formula

The breast feeding measures below show the percentage of newborn infants that are exclusively breast fed, exclusively fed formula, or received any breast feeding (either exclusive or in combination with formula) upon release from the hospital.",,
16904,no_difference,process,percent,"Percentage of babies with ""any"" breast feeding  ","Percentage of babies with ""any"" breast feeding  ","Percentage of babies with ""any"" breast feeding  ","This measure shows the percentage of newborns discharged from the hospital with ""any"" breast feeding, including exclusive breast feeding or mixed breast and formula feeding","This measure shows the percentage of newborns discharged from the hospital with ""any"" breast feeding, including exclusive breast feeding or mixed breast and formula feeding

The breast feeding measures below show the percentage of newborn infants that are exclusively breast fed, exclusively fed formula, or received any breast feeding (either exclusive or in combination with formula) upon release from the hospital.",,
17109,no_difference,structure,per 1000,Number of International Board Certified Lactation Consultant Staff per 1000 Live Births,Number of International Board Certified Lactation Consultant Staff per 1000 Live Births,Number of International Board Certified Lactation Consultant Staff per 1000 Live Births,This measure shows the total number of International Board Certified Lactation Consultant staff per 1000 live births.,This measure shows the total number of International Board Certified Lactation Consultant staff per 1000 live births.,,
17110,no_difference,utilization,patients,Volume: CT Scan Head (Inpatient),CT Scan Head Inpatient: Volume,CT Scan Head Inpatient: Volume,The number of inpatient Head CT tests performed (Revenue Code #351),Volume of procedures for Inpatient CT Scans of the head,,
17111,no_difference,utilization,dollars,Charges: CT Scan Head (Inpatient),CT Scan Head Inpatient: Charges,CT Scan Head Inpatient: Charges,Charges associated with procedures for Inpatient CT Scans of the head,Charges associated with procedures for Inpatient CT Scans of the head,,
17112,no_difference,utilization,patients,Volume: CT Scan Head (Outpatient),CT Scan Head Outpatient: Volume,CT Scan Head Outpatient: Volume,The number of outpatient Head CT tests performed (Revenue Code #351),Volume of procedures for Outpatient CT Scans of the head,,
17113,no_difference,utilization,dollars,Charges: CT Scan Head (Outpatient),CT Scan Head Outpatient: Charges,CT Scan Head Outpatient: Charges,Charges associated with procedures for Outpatient CT Scans of the head,Charges associated with procedures for Outpatient CT Scans of the head,,
17156,more_is_better,experience,percent,"Patients who ""Strongly Agree"" they understood their care when they left the hospital ","Patients who ""Strongly Agree"" they understood their care when they left the hospital ","Patients who ""Strongly Agree"" they understood their care when they left the hospital ",This measure is used to assess the percentage of respondents who strongly agreed that they understood their care when leaving the hospital,"This measure is used to assess the percentage of respondents who strongly agree that they understood their care. This composite measure is based on three questions on the CAHPS Hospital Survey.  Note: A composite score is calculated in which a higher score indicates better quality. Composite scores are intended for consumer-level reporting. Additionally, frequency distributions are available for plans or providers to use for quality improvement purposes.",,
17227,more_is_better,process,percent,Healthcare workers given influenza vaccination,Healthcare workers given influenza vaccination,Healthcare workers given influenza vaccination,Influenza Vaccination Coverage among Healthcare Personnel,Influenza Vaccination Coverage among Healthcare Personnel,,
17228,no_difference,utilization,patients,Number of Patients: Diabetes with Major Complications,Number of Patients for MS-DRG 637: Diabetes with Major Complications,Number of Patients for MS-DRG 637: Diabetes with Major Complications,Number of Patients with Diabetes with Major Complications (MS-DRG 637).,Number of Patients for MS-DRG 637: Diabetes with Major Complications,,
17229,no_difference,utilization,patients,Number of Patients: Diabetes with Complications,Number of Patients for MS-DRG 638: Diabetes with Complications,Number of Patients for MS-DRG 638: Diabetes with Complications,Number of Patients with Diabetes with Complications (MS-DRG 638).,Number of Patients for MS-DRG 638: Diabetes with Complications,,
